SKU ID,TranslatedTitle,brand,Is UL,ProductURL,Seller-Name,packtype,Units,Volume (ml),quantity,API Flag,CBP,CBP_Brand,Pack Size,User,Format,Benefit,API Tier,Grammage Tier,Offer Price,Rating,Number of Reviews,Hygiene benefit,Refill,Value,Discount %,Purchase Date
10052136,Mutouch Goat Milk Shower Cream 450ml Green Tea Pouch,mutouch,0,https://www.jd.id/product/mutouch-goat-milk-shower-cream-green-tea-pouch-450ml_10052136/100126361.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,450,4,1,Care & Moisturize,Care & Moisturize|mutouch,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,25,5,121,,Refill,100,15%,6/7/2019
10052355,Dettol bodywash 400ml Deep Cleanse Pouch,dettol,0,https://www.jd.id/product/dettol-bodywash-deep-cleanse-pouch-400ml_10052355/100126741.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,400,5,1,Hygiene / Protection,Hygiene / Protection|dettol,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,25,5,321,Basic,Refill,125,14%,22/9/2018
10052368,Dettol bodywash 225ml Deep Cleanse Pouch,dettol,0,https://www.jd.id/product/dettol-bodywash-deep-cleanse-pouch-225ml_10052368/100126769.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,225,1,1,Hygiene / Protection,Hygiene / Protection|dettol,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,15.5,4.9,93,Basic,Refill,15.5,15%,7/10/2019
10052369,Deep Cleanse bodywash Dettol 225ml Bottle,dettol,0,https://www.jd.id/product/dettol-bodywash-deep-cleanse-bottle-225ml_10052369/100126770.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,225,3,1,Hygiene / Protection,Hygiene / Protection|dettol,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,22.5,5,84,Basic,,67.5,14%,2/11/2019
10063875,Eternaleaf Beauty Treats Package,eternaleaf,0,https://www.jd.id/product/eternaleaf-beauty-treats-package_10063875/100154100.html,NA,Single,Milliliter,250,1,1,Whitening / Colour Management,Whitening / Colour Management|eternaleaf,Single,NA,NA,NA,Tire 5,500 - 1000 ML,347,5,1,,,347,6%,14/7/2019
10069045,Biore Body Foam 250ml Bottle Lovely Sakura Cherry,biore,0,https://www.jd.id/product/biore-body-foam-lovely-cherry-sakura-botol-250ml_10069045/100166146.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,9,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,112,,,171,12%,14/8/2019
10069047,Biore Body Foam Pouch Lovely Sakura Cherry 450ml,biore,0,https://www.jd.id/product/biore-body-foam-lovely-cherry-sakura-pouch-450ml_10069047/100166148.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,10,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,23,5,785,,Refill,230,15%,10/8/2018
10069049,Biore Body Foam Fresh Lovely Clear Bottle 250ml,biore,0,https://www.jd.id/product/biore-body-foam-lovely-clear-fresh-botol-250ml_10069049/100166150.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,10,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,105,,,190,8%,25/8/2018
10069050,Biore Body Foam Fresh Pouch Clear 450ml,biore,0,https://www.jd.id/product/biore-body-foam-clear-fresh-pouch-450ml_10069050/100166151.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,6,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,23,5,675,,Refill,138,8%,12/9/2018
10069650,Biore Body Foam Pump 550ml Pure Mild,biore,0,https://www.jd.id/product/biore-body-foam-pure-mild-pump-550ml_10069650/100167126.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,550,7,1,Therapeutic & Sensitive,Therapeutic & Sensitive|biore,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,38,5,461,,,266,12%,5/7/2019
10069653,Biore Body Foam Relaxing Aromatic Pump 550ml,biore,0,https://www.jd.id/product/biore-body-foam-relaxing-aromatic-pump-550ml_10069653/100167129.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,550,8,1,Fragrance,Fragrance|biore,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,38,5,410,,,304,14%,19/5/2018
10074495,St Ives Coconut & Orchid Body Wash 400ml,stives,0,https://www.jd.id/product/st-ives-body-wash-coconut-orchid-400ml_10074495/100177978.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,400,3,1,Care & Moisturize,Care & Moisturize|stives,Single,NA,Shower Gel,Natural,Tire 5,300 - 500 ML,51.5,5,43,,,154.5,8%,25/7/2018
10074500,St Ives Apricot Exfoliating Body Wash 400ml,stives,0,https://www.jd.id/product/st-ives-body-wash-apricot-exfoliating-400ml_10074500/100177983.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,400,3,1,Care & Moisturize,Care & Moisturize|stives,Single,NA,Shower Gel,NA,Tire 5,300 - 500 ML,51.5,5,120,,,154.5,6%,22/11/2019
10074503,St Ives Sea Salt Body Wash & Pacific Kelp 400ml Exfoliating,stives,0,https://www.jd.id/product/st-ives-body-wash-sea-salt-pacific-kelp-exfoliating-400ml_10074503/100177986.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,400,9,1,Fresh,Fresh|stives,Single,NA,Shower Gel,NA,Tire 5,300 - 500 ML,51.5,5,78,,,463.5,8%,2/1/2018
10082557,Lux Body Wash 250ml Sakura,lux,1,https://www.jd.id/product/lux-body-wash-sakura-250ml_10082557/100195125.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,10,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,144,,,190,8%,22/6/2019
10082560,Lux Body Wash Refill 450ml Sakura Bloom,lux,1,https://www.jd.id/product/lux-body-wash-sakura-bloom-refill-450ml_10082560/100195128.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,450,8,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,300 - 500 ML,24,4.2,2948,,Refill,192,10%,14/2/2018
10110943,Lux Body Wash Refill 250ml Aqua Delight,lux,1,https://www.jd.id/product/lux-body-wash-aqua-delight-refill-250ml_10110943/100255849.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,9,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,14.5,5,165,,Refill,130.5,15%,17/1/2019
10110948,Lux Body Wash 250ml Green Fresh Refill,lux,1,https://www.jd.id/product/lux-body-wash-green-fresh-refill-250ml_10110948/100255854.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,9,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,14,4.8,101,,Refill,126,14%,8/2/2019
10110952,Lux Body Wash Soft Rose Bottle 250ml,lux,1,https://www.jd.id/product/lux-body-wash-soft-rose-bottle-250ml_10110952/100255858.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,6,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,67,,,114,8%,11/7/2019
10110954,Lux Body Wash Refill 250ml Soft Rose,lux,1,https://www.jd.id/product/lux-body-wash-soft-rose-refill-250ml_10110954/100255860.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,1,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,14.5,4.7,159,,Refill,14.5,15%,5/7/2019
10110957,Magical Purple Lux Body Wash Refill 250ml,lux,1,https://www.jd.id/product/lux-body-wash-purple-magical-refill-250ml_10110957/100255863.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,9,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,14,5,293,,Refill,126,5%,9/11/2019
10110963,Lux Body Wash 220ml Bottle White Impress,lux,1,https://www.jd.id/product/lux-body-wash-white-impress-bottle-220ml_10110963/100255869.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,7,1,Whitening / Colour Management,Whitening / Colour Management|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,62,,,133,9%,8/12/2019
10110968,Lux Body Wash Refill 250ml White Camellia,lux,1,https://www.jd.id/product/lux-body-wash-camellia-white-refill-250ml_10110968/100255874.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,3,1,Whitening / Colour Management,Whitening / Colour Management|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,14.5,5,124,,Refill,43.5,8%,14/6/2018
10110973,Lux Body Wash Refill 250ml Velvet Jasmie,lux,1,https://www.jd.id/product/lux-body-wash-velvet-jasmie-refill-250ml_10110973/100255879.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,7,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,14,4.1,193,,Refill,98,5%,17/7/2018
10111026,Dove Deeply Nourishing Body Wash 200ml botlle,dove,1,https://www.jd.id/product/dove-body-wash-deeply-nourishing-botlle-200ml_10111026/100255935.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,200,10,1,Care & Moisturize,Care & Moisturize|dove,Single,NA,Shower Gel,NA,Tire 2,150 - 200 ML,19.5,5,171,,,195,10%,8/7/2019
10111029,Dove Deeply Nourishing Body Wash Refill 200ml,dove,1,https://www.jd.id/product/dove-body-wash-deeply-nourishing-refill-200ml_10111029/100255940.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,200,9,1,Care & Moisturize,Care & Moisturize|dove,Single,NA,Shower Gel,NA,Tire 2,150 - 200 ML,15,5,264,,Refill,135,13%,11/12/2019
10111059,Dove Go Fresh Body Wash 200ml,dove,1,https://www.jd.id/product/dove-body-wash-go-fresh-200ml_10111059/100255998.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,200,9,1,Fresh,Fresh|dove,Single,NA,Shower Gel,NA,Tire 2,150 - 200 ML,19.5,5,55,,,175.5,7%,14/6/2018
10111061,Dove Go Fresh Revive Body Wash 200ml,dove,1,https://www.jd.id/product/dove-body-wash-go-fresh-revive-200ml_10111061/100256004.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,200,2,1,Fresh,Fresh|dove,Single,NA,Shower Gel,NA,Tire 2,150 - 200 ML,19,5,182,,,38,8%,22/1/2019
10111078,Lifebuoy Cool Fresh Body Wash Refill 250ml,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-cool-fresh-refill-250ml_10111078/100256035.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,9,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,200 - 250 ML,14.5,5,198,Fresh,Refill,130.5,14%,16/2/2018
10111080,Lifebuoy Body Wash 900Ml Refill Lemonfresh,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-lemonfresh-refill-900ml_10111080/100256039.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,900,4,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,500 - 1000 ML,31,5,12303,Care,Refill,124,11%,24/5/2018
10111083,Dettol Skincare bodywash 100ml,dettol,0,https://www.jd.id/product/dettol-bodywash-skincare-100ml_10111083/100256043.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,100,3,1,Hygiene / Protection,Hygiene / Protection|dettol,Single,NA,Shower Gel,NA,Tire 2,50 - 150 ML,10.5,4.9,74,Fresh,,31.5,14%,12/9/2019
10111084,Lifebuoy Body Wash Refill 250ml Lemonfresh,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-lemonfresh-refill-250ml_10111084/100256044.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,7,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,200 - 250 ML,14.5,5,267,Care,Refill,101.5,11%,7/6/2019
10111086,Lifebuoy Body Wash 900Ml Refill Mildcare,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-mildcare-refill-900ml_10111086/100256046.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,900,10,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,500 - 1000 ML,31,5,13845,Care,Refill,310,15%,5/1/2019
10111087,Lifebuoy Body Wash Refill 250ml Mildcare,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-mildcare-refill-250ml_10111087/100256047.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,3,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,200 - 250 ML,14.5,5,272,Fresh,Refill,43.5,7%,2/6/2019
10111088,Lifebuoy Body Wash Refill 250ml Naturepure,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-naturepure-refill-250ml_10111088/100256048.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,10,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,200 - 250 ML,14.5,5,63,Basic,Refill,145,10%,6/12/2019
10111089,Lifebuoy Body Wash 900Ml Refill Total10,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-total10-refill-900ml_10111089/100256049.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,900,3,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,500 - 1000 ML,38,5,9302,Care,Refill,114,6%,3/11/2019
10111093,Lifebuoy Body Wash Refill 250ml Vitaprotect,lifebuoy,1,https://www.jd.id/product/lifebuoy-body-wash-vitaprotect-refill-250ml_10111093/100256060.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,5,1,Hygiene / Protection,Hygiene / Protection|lifebuoy,Single,NA,Shower Gel,Muslim,Tire 1,200 - 250 ML,14.5,5,85,Care,Refill,72.5,15%,8/1/2019
10111172,Bodywash Dettol Sensitive 300 Ml Bottle,dettol,0,https://www.jd.id/product/dettol-bodywash-sensitive-300-ml-bottle_10111172/100256224.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,300,8,1,Therapeutic & Sensitive,Therapeutic & Sensitive|dettol,Single,NA,Shower Gel,NA,Tire 2,250 - 300 ML,22.5,5,28,,,180,15%,4/1/2018
10111192,Citra Body Scrub Body Wash Fresh White 220ml,citra,1,https://www.jd.id/product/citra-body-wash-lulur-fresh-white-220ml_10111192/100256261.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,220,6,1,Whitening / Colour Management,Whitening / Colour Management|citra,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,17.5,4.9,48,,,105,6%,23/10/2018
10113314,Lux Body Wash Soft Rose Bottle 100ml,lux,1,https://www.jd.id/product/lux-body-wash-soft-rose-bottle-100ml_10113314/100260354.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,100,5,1,Fragrance,Fragrance|lux,Single,NA,Shower Gel,NA,Tire 2,50 - 150 ML,9.5,5,249,,,47.5,6%,4/2/2019
10123279,Lavender Body Foam Leivy With Coconut Extract Shampoo 1000ml,leivy,0,https://www.jd.id/product/leivy-foam-body-shampoo-lavender-with-coconut-extract-1000ml_10123279/100279294.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,10,1,Care & Moisturize,Care & Moisturize|leivy,Single,NA,Shower Gel,Natural,Tire 2,500 - 1000 ML,80,4.8,10,,,800,12%,22/4/2019
10123282,Leivy Foam Shampoo Royal Jelly Body With Coconut Extract 1000ml,leivy,0,https://www.jd.id/product/leivy-foam-body-shampoo-royal-jelly-with-coconut-extract-1000ml_10123282/100279302.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,7,1,Care & Moisturize,Care & Moisturize|leivy,Single,NA,Shower Gel,Natural,Tire 2,500 - 1000 ML,73,NA,5,,,511,14%,25/2/2018
10126479,Cottage Ocean Blossom Invigorating Shower Gel 50ml,cottage,0,https://www.jd.id/product/cottage-shower-gel-travel-size-50ml_10126479/100285372.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,50,6,1,Fresh,Fresh|cottage,Single,NA,Shower Gel,NA,Tire 5,0 - 50 ML,14,5,1634,,,84,13%,19/5/2019
10130909,Sensacion'S Goat Milk Shower Cream - Summer Dew 1L,sensacion,0,https://www.jd.id/product/sensacion-goat-s-milk-shower-cream-summer-dew-1l_10130909/100294664.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,10,1,Care & Moisturize,Care & Moisturize|sensacion,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,58,5,23,,,580,5%,6/3/2019
10130911,Sensacion'S Goat Milk Shower Cream - Serenity Touch 1L,sensacion,0,https://www.jd.id/product/sensacion-goat-s-milk-shower-cream-serenity-touch-1l_10130911/100294666.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,3,1,Care & Moisturize,Care & Moisturize|sensacion,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,58,5,13,,,174,8%,17/5/2018
10130912,Sensacion'S Goat Milk Shower Cream - Scarlet Dream 1L,sensacion,0,https://www.jd.id/product/sensacion-goat-s-milk-shower-cream-scarlet-dream-1l_10130912/100294667.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,1000,4,1,Care & Moisturize,Care & Moisturize|sensacion,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,60,5,57,,,240,10%,10/3/2018
10130915,Sensacion'S Goat Milk Shower Cream - Secret Blush 1L,sensacion,0,https://www.jd.id/product/sensacion-goat-s-milk-shower-cream-secret-blush-1l_10130915/100294670.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,7,1,Care & Moisturize,Care & Moisturize|sensacion,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,58,5,35,,,406,13%,22/12/2018
10130924,Sensacion'S Goat Milk Shower Cream - Scarlet Dream 800ml,sensacion,0,https://www.jd.id/product/sensacion-goat-s-milk-shower-cream-scarlet-dream-800ml_10130924/100294697.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,800,1,1,Care & Moisturize,Care & Moisturize|sensacion,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,41.5,4.9,61,,,41.5,6%,24/1/2018
10263612,Leivy Shower Gel Jasmine Flower Fantasy Floral 1000ml,leivy,0,https://www.jd.id/product/leivy-shower-gel-floral-fantasy-jasmine-flower-1000ml_10263612/100569657.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,6,1,Fragrance,Fragrance|leivy,Single,NA,Shower Gel,NA,Tire 3,500 - 1000 ML,80,5,30,,,480,11%,16/7/2018
10263617,LEIVY Safflower Fantasy Floral Shower Gel 1000ml,Leivy,0,https://www.jd.id/product/leivy-shower-gel-floral-fantasy-safflower-1000ml_10263617/100569671.html,NA,Single,Milliliter,1000,2,1,Fragrance,Fragrance|Leivy,Single,NA,Shower Gel,NA,Tire 3,500 - 1000 ML,81,NA,5,,,162,9%,14/2/2019
10263619,Leivy Shower Gel With Natural Charcoal Bamboo Charcoal 1000ml,leivy,0,https://www.jd.id/product/leivy-shower-gel-bamboo-charcoal-with-natural-charcoal-1000ml_10263619/100569673.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,1000,3,1,Care & Moisturize,Care & Moisturize|leivy,Single,NA,Shower Gel,Natural,Tire 2,500 - 1000 ML,80,5,16,Fresh,,240,12%,14/11/2018
10372045,Botanicals Sensatia Blend Relaxation Sea Salt Bath - 500 Gr,sensatia,0,https://www.jd.id/product/sensatia-botanicals-relaxation-blend-sea-salt-bath-500-gr_10372045/100785635.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Gram,500,4,1,Fresh,Fresh|sensatia,Single,NA,NA,NA,Tire 5,300 - 500 ML,160,NA,5,,,640,15%,5/9/2018
10414128,Romano Shower Antibacterial Classic 200ml,romano,0,https://www.jd.id/product/romano-shower-antibacterial-classic-200ml_10414128/100895403.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,200,9,1,Hygiene / Protection,Hygiene / Protection|romano,Single,NA,Shower Gel,NA,Tire 3,150 - 200 ML,16,5,8,Basic,,144,7%,17/9/2019
10414302,Doremi Body Wash Thomas & Friends # 1 Engine 200ml,doremi,0,https://www.jd.id/product/doremi-body-wash-thomas-friends-no-1-engine-200ml_10414302/100895730.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,200,5,1,Fresh,Fresh|doremi,Single,NA,Shower Gel,NA,Tire 3,150 - 200 ML,15,5,21,,,75,8%,20/11/2019
10434311,Palmolive Shower X Absolute Relax 450ml 2pcs,palmolive,0,https://www.jd.id/product/palmolive-shower-absolute-relax-2pcs-x-450ml_10434311/100957690.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Multi,Milliliter,450,9,1,Care & Moisturize,Care & Moisturize|palmolive,Single,NA,Shower Gel,NA,Tire 3,500 - 1000 ML,76,5,391,,,684,15%,25/7/2018
10439419,Palmolive Shower Morning Tonic 450ml 2pcs X,palmolive,0,https://www.jd.id/product/palmolive-shower-morning-tonic-2pcs-x-450ml_10439419/100969364.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Multi,Milliliter,450,7,1,Care & Moisturize,Care & Moisturize|palmolive,Single,NA,Shower Gel,NA,Tire 3,500 - 1000 ML,76,5,272,,,532,8%,1/3/2018
10439436,Revitalizing Shower Palmolive X 450ml 2pcs,palmolive,0,https://www.jd.id/product/palmolive-shower-revitalising-2pcs-x-450ml_10439436/100969483.html?utm_source=shopalyst&utm_medium=affiliate,NA,Multi,Milliliter,450,8,1,Care & Moisturize,Care & Moisturize|palmolive,Single,NA,Shower Gel,NA,Tire 3,500 - 1000 ML,42,5,77,,,336,5%,2/2/2018
10455296,Leivy'S Goat Milk Shower Cream 250ml,leivy,0,https://www.jd.id/product/leivy-shower-cream-goat-s-milk-250ml_10455296/101006566.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,250,3,1,Care & Moisturize,Care & Moisturize|leivy,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,29,5,4,,,87,8%,22/12/2018
10455304,Leivy Shower Cream Royal Jelly 250ml,leivy,0,https://www.jd.id/product/leivy-shower-cream-royal-jelly-250ml_10455304/101006585.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,5,1,Care & Moisturize,Care & Moisturize|leivy,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,26,5,3,,,130,7%,18/9/2019
10477041,Botanicals Sensatia Balancing Body Wash - 300ml,sensatia,0,https://www.jd.id/product/sensatia-botanicals-balancing-body-wash-300ml_10477041/101059180.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,300,1,1,Therapeutic & Sensitive,Therapeutic & Sensitive|sensatia,Single,NA,Shower Gel,NA,Tire 5,250 - 300 ML,144,5,1,,,144,9%,18/12/2018
10477143,Botanicals Sensatia Balancing Body Wash - 500ml,sensatia,0,https://www.jd.id/product/sensatia-botanicals-balancing-body-wash-500ml_10477143/101059586.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,500,9,1,Therapeutic & Sensitive,Therapeutic & Sensitive|sensatia,Single,NA,Shower Gel,NA,Tire 5,300 - 500 ML,240,NA,5,,,2160,6%,20/6/2019
10477200,Botanicals Sensatia Nurturing Body Wash - 300ml,sensatia,0,https://www.jd.id/product/sensatia-botanicals-nurturing-body-wash-300ml_10477200/101059780.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,300,10,1,Fragrance,Fragrance|sensatia,Single,NA,Shower Gel,NA,Tire 5,250 - 300 ML,180,NA,5,,,1800,14%,20/12/2019
10477791,Botanicals Sensatia Relaxation Bubble Bath - 300ml,sensatia,0,https://www.jd.id/product/sensatia-botanicals-relaxation-bubble-bath-300ml_10477791/101061119.html?utm_source=shopalyst&utm_medium=affiliate,NA,Single,Milliliter,300,10,1,Fresh,Fresh|sensatia,Single,NA,Shower Gel,NA,Tire 5,250 - 300 ML,180,NA,5,,,1800,5%,3/9/2019
10484105,Biore Body Foam Antibacterial Active Bottle 250 Ml,biore,0,https://www.jd.id/product/biore-body-foam-daily-antiseptic-botol-250ml_10484105/101073732.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,3,1,Hygiene / Protection,Hygiene / Protection|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,58,Fresh,,57,14%,21/2/2018
10484111,Biore Body Foam Refresh Lively Bottle 250ml,biore,0,https://www.jd.id/product/biore-body-foam-lively-refresh-botol-250ml_10484111/101073746.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,250,7,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,200 - 250 ML,19,5,85,,,133,13%,22/11/2019
10484121,Biore Body Foam Pump Cool Energetic 550 Ml,biore,0,https://www.jd.id/product/biore-body-foam-energetic-cool-pump-550-ml_10484121/101073768.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,550,1,1,Fresh,Fresh|biore,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,36,5,329,,,36,15%,22/12/2018
10592014,Old Spice Body Wash Classic 532Ml,oldspice,0,https://www.jd.id/product/old-spice-body-wash-classic-532ml_10592014/101313324.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,532,9,1,Fragrance,Fragrance|oldspice,Single,NA,Shower Gel,NA,Tire 5,500 - 1000 ML,75,5,6,,,675,14%,18/7/2018
10592109,Daily Defense Argan Oil Body Wash 946ml,dailydefense,0,https://www.jd.id/product/daily-defense-body-wash-argan-oil-946ml_10592109/101313559.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,946,1,1,Care & Moisturize,Care & Moisturize|dailydefense,Single,NA,Shower Gel,NA,Tire 4,500 - 1000 ML,108,5,1,,,108,10%,3/4/2019
10897813,Feira White Rose Shower Cream 1000ml,feira,0,https://www.jd.id/product/feira-white-rose-shower-cream-1000ml_10897813/101878904.html?utm_source=shopalyst&utm_medium=affiliate,JD.id,Single,Milliliter,1000,4,1,Whitening / Colour Management,Whitening / Colour Management|feira,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,75,NA,5,,,300,14%,6/4/2019
10897831,Feira White Royal Jelly Shower Cream 1000ml,feira,0,https://www.jd.id/product/feira-white-royal-jelly-shower-cream-1000ml_10897831/101878932.html,NA,Single,Milliliter,1000,6,1,Whitening / Colour Management,Whitening / Colour Management|feira,Single,NA,Shower Gel,NA,Tire 2,500 - 1000 ML,59,NA,5,,,354,12%,20/7/2018
